"age_log_days","age_years","sex","white_matter_volume"
5.22655280031873,0.51,"Female",6.53767656017649
5.24597088617583,0.52,"Female",8.03574605681132
5.26501908114652,0.53,"Female",8.9095752211476
5.28371121415868,0.54,"Female",5.46242607996716
5.30206035282687,0.55,"Female",8.37197627267496
5.32007885832955,0.56,"Female",8.5130524185915
5.33777843542895,0.57,"Female",7.40583369402835
5.35517017814082,0.58,"Female",7.47703738328744
5.37226461150012,0.59,"Female",7.49742905167682
5.3890717298165,0.6,"Female",7.16983173710882
5.40560103176771,0.61,"Female",7.67494725824555
5.42186155263949,0.62,"Female",7.11171132526681
5.43786189398593,0.63,"Female",7.40292500892795
5.45361025095407,0.64,"Female",8.4318368907293
5.46911443749004,0.65,"Female",9.54743889636201
5.48438190962083,0.66,"Female",8.30864385589266
5.49941978698537,0.67,"Female",7.85963350984398
5.51423487277051,0.68,"Female",7.40079688175471
5.52883367219166,0.69,"Female",7.52282982590004
5.54322240964376,0.7,"Female",11.6448456923988
5.55740704463572,0.71,"Female",8.81551351154106
5.57139328661046,0.72,"Female",8.05567822088256
5.58518660874279,0.73,"Female",8.15302708155281
5.59879226079857,0.74,"Female",9.35746760323084
5.61221528113071,0.75,"Female",7.88554300118185
5.62546050788073,0.76,"Female",6.91681956919578
5.63853258944808,0.77,"Female",9.63326259668485
5.65143599428399,0.78,"Female",7.52843530745155
5.66417502006142,0.79,"Female",8.91629283778866
5.67675380226828,0.8,"Female",7.69654006937935
5.68917632226684,0.81,"Female",10.5145498024629
5.70144641485865,0.82,"Female",8.38052750920201
5.713567775391,0.83,"Female",8.08384677125167
5.72554396643771,0.84,"Female",8.40026784344471
5.73737842408472,0.85,"Female",6.84161855022515
5.74907446384791,0.86,"Female",7.51129064419711
5.76063528624898,0.87,"Female",6.09152278552055
5.77206398207261,0.88,"Female",7.30409251221445
5.78336353732654,0.89,"Female",8.82884601040296
5.79453683792467,0.9,"Female",8.60719195750664
5.80558667411125,0.91,"Female",11.4184749569173
5.81651574464344,0.92,"Female",7.77515731091805
5.82732666074766,0.93,"Female",8.10828365467647
5.8380219498644,0.94,"Female",8.97837864356972
5.84860405919494,0.95,"Female",7.94343977073813
5.85907535906224,0.96,"Female",8.00127216132257
5.86943814609778,0.97,"Female",7.81236286206432
5.87969464626497,0.98,"Female",7.61237952916248
5.88984701772899,0.99,"Female",8.73100864648852
5.89989735358249,1,"Female",8.79345763762679
5.90984768443566,1.01,"Female",6.81562916155182
5.91969998087867,1.02,"Female",8.70506736736797
5.92945615582404,1.03,"Female",7.91374839558969
5.93911806673577,1.04,"Female",8.07546254361974
5.94868751775192,1.05,"Female",9.41668144899931
5.95816626170647,1.06,"Female",10.569991117691
5.96755600205631,1.07,"Female",12.2949234812272
5.97685839471862,1.08,"Female",8.52102992394158
5.98607504982354,1.09,"Female",12.2935927017874
5.99520753338682,1.1,"Female",7.9463077807039
6.00425736890673,1.11,"Female",10.8464312640975
6.0132260388895,1.12,"Female",13.8923797886104
6.02211498630674,1.13,"Female",9.78859286467338
6.0309256159889,1.14,"Female",8.78814939441455
6.03965929595765,1.15,"Female",9.87296947759038
6.04831735870077,1.16,"Female",12.7830694769736
6.05690110239216,1.17,"Female",8.0748933760578
6.06541179206006,1.18,"Female",12.1749188395002
6.07385066070593,1.19,"Female",12.1391019988624
6.08221891037645,1.2,"Female",10.5352372908376
6.09051771319114,1.21,"Female",10.0130558137997
6.09874821232766,1.22,"Female",9.26773016461811
6.10691152296682,1.23,"Female",9.43102614433442
6.11500873319944,1.24,"Female",11.1343818927373
6.1230409048967,1.25,"Female",13.5270567629419
6.13100907454588,1.26,"Female",9.83528858392961
6.13891425405299,1.27,"Female",7.77575077181341
6.14675743151402,1.28,"Female",8.90861481825747
6.15453957195607,1.29,"Female",10.579158116478
6.16226161804998,1.3,"Female",9.62319306216859
6.16992449079555,1.31,"Female",9.87453589819577
6.17752909018077,1.32,"Female",9.90319147372364
6.18507629581615,1.33,"Female",7.8657664931598
6.19256696754531,1.34,"Female",9.92693505512179
6.20000194603283,1.35,"Female",11.6996391921114
6.20738205333045,1.36,"Female",11.4562913611693
6.21470809342252,1.37,"Female",11.2199557335791
6.2219808527516,1.38,"Female",9.58881868418757
6.22920110072509,1.39,"Female",9.96815120938259
6.2363695902037,1.4,"Female",8.23736414994862
6.24348705797257,1.41,"Female",10.2369521844374
6.25055422519566,1.42,"Female",10.7900836555682
6.25757179785431,1.43,"Female",13.3479957030174
6.2645404671704,1.44,"Female",12.1315635385986
6.27146091001497,1.45,"Female",9.51277627072379
6.27833378930274,1.46,"Female",11.0269250176646
6.28515975437314,1.47,"Female",8.40459420734773
6.29193944135852,1.48,"Female",11.9836465077297
6.29867347353986,1.49,"Female",12.1687336373213
6.30536246169066,1.5,"Female",14.2319184332065
6.31200700440932,1.51,"Female",11.2048415096401
6.31860768844068,1.52,"Female",9.62703984726618
6.32516508898684,1.53,"Female",10.6077346180995
6.33167977000803,1.54,"Female",9.59793637476164
6.33815228451365,1.55,"Female",9.02495383005467
6.34458317484394,1.56,"Female",10.8271463843879
6.35097297294271,1.57,"Female",8.91500034340779
6.35732220062137,1.58,"Female",10.8539868011553
6.36363136981463,1.59,"Female",11.2056199791614
6.36990098282823,1.6,"Female",10.4767827271917
6.37613153257886,1.61,"Female",10.225225281347
6.38232350282678,1.62,"Female",9.4067130019034
6.38847736840116,1.63,"Female",8.57084113385667
6.3945935954186,1.64,"Female",12.1751855988619
6.40067264149498,1.65,"Female",10.667295154987
6.40671495595094,1.66,"Female",12.1690233900415
6.41272098001116,1.67,"Female",8.34833945555914
6.41869114699766,1.68,"Female",10.9700180622082
6.42462588251747,1.69,"Female",11.9156002932611
6.43052560464466,1.7,"Female",10.6283619300916
6.43639072409706,1.71,"Female",10.3307250919862
6.44222164440785,1.72,"Female",9.23846553897106
6.44801876209218,1.73,"Female",14.5517238345124
6.45378246680893,1.74,"Female",12.1204943056617
6.45951314151791,1.75,"Female",14.1458009584508
6.46521116263255,1.76,"Female",10.8845949728615
6.47087690016823,1.77,"Female",9.55498790090878
6.47651071788649,1.78,"Female",7.899255605815
6.48211297343516,1.79,"Female",9.55973367055123
6.48768401848461,1.8,"Female",11.1979120834779
6.49322419886023,1.81,"Female",12.6994527595052
6.4987338546712,1.82,"Female",11.2666889999141
6.50421332043582,1.83,"Female",8.5667147069977
6.50966292520339,1.84,"Female",12.0772705538301
6.51508299267272,1.85,"Female",7.66340059729601
6.5204738413076,1.86,"Female",10.1205614179275
6.52583578444899,1.87,"Female",10.2225605262565
6.53116913042435,1.88,"Female",7.10010260053375
6.53647418265404,1.89,"Female",12.6101294561024
6.54175123975489,1.9,"Female",9.65279404324697
6.54700059564103,1.91,"Female",10.2148659986987
6.55222253962218,1.92,"Female",13.5578164535617
6.55741735649929,1.93,"Female",12.1035416450534
6.56258532665773,1.94,"Female",10.670481961887
6.56772672615815,1.95,"Female",11.8834092728637
6.57284182682492,1.96,"Female",11.6696685758334
6.57793089633239,1.97,"Female",14.1346578746778
6.58299419828894,1.98,"Female",11.4455038759224
6.58803199231889,1.99,"Female",11.9023200845302
6.59304453414244,2,"Female",11.6004261930647
6.59803207565348,2.01,"Female",10.1903410508296
6.6029948649956,2.02,"Female",11.1258552997287
6.60793314663619,2.03,"Female",14.1555242939721
6.61284716143862,2.04,"Female",9.22729428863768
6.61773714673281,2.05,"Female",11.1929929680741
6.62260333638398,2.06,"Female",13.642865745813
6.62744596085977,2.07,"Female",10.5027497725834
6.63226524729572,2.08,"Female",8.8906440011559
6.63706141955921,2.09,"Female",9.25680325696007
6.64183469831187,2.1,"Female",10.2103240539898
6.64658530107047,2.11,"Female",9.30804133281501
6.65131344226641,2.12,"Female",10.476677374739
6.65601933330383,2.13,"Female",10.1756479697017
6.66070318261625,2.14,"Female",10.6407399091406
6.66536519572206,2.15,"Female",11.8223211241034
6.67000557527856,2.16,"Female",12.2630737639396
6.67462452113486,2.17,"Female",14.3762470943371
6.67922223038349,2.18,"Female",10.8886508702812
6.6837988974109,2.19,"Female",10.3880987543762
6.68835471394676,2.2,"Female",13.988358326336
6.69288986911215,2.21,"Female",14.4658030410935
6.69740454946668,2.22,"Female",11.1328113706532
6.70189893905452,2.23,"Female",10.380396017542
6.70637321944944,2.24,"Female",7.37979939344577
6.71082756979882,2.25,"Female",13.9096871228202
6.71526216686669,2.26,"Female",9.3707546035314
6.7196771850758,2.27,"Female",8.79381860339974
6.72407279654884,2.28,"Female",17.2419698400325
6.72844917114864,2.29,"Female",11.5542113971343
6.7328064765176,2.3,"Female",11.0139648405548
6.73714487811619,2.31,"Female",5.52851009146976
6.74146453926071,2.32,"Female",10.8865494390987
6.7457656211601,2.33,"Female",13.083564907986
6.7500482829521,2.34,"Female",11.9424132391933
6.75431268173856,2.35,"Female",12.9657603908064
6.75855897262001,2.36,"Female",15.1634183448955
6.76278730872953,2.37,"Female",13.5034126615352
6.76699784126587,2.38,"Female",10.069761138847
6.77119071952591,2.39,"Female",12.5617619959968
6.77536609093639,2.4,"Female",10.7122529195547
6.77952410108506,2.41,"Female",10.0166032346621
6.78366489375109,2.42,"Female",5.24602894839485
6.78778861093495,2.43,"Female",9.50234826765912
6.7918953928876,2.44,"Female",12.1402331531714
6.79598537813913,2.45,"Female",15.6157649777692
6.80005870352676,2.46,"Female",12.1754219749016
6.80411550422238,2.47,"Female",12.4270600565985
6.80815591375938,2.48,"Female",9.14427833938042
6.81218006405911,2.49,"Female",11.4865299293714
6.81618808545665,2.5,"Female",6.83598766060061
6.82018010672618,2.51,"Female",12.163634235637
6.82415625510582,2.52,"Female",12.6077065804231
6.82811665632192,2.53,"Female",11.5469245238809
6.83206143461294,2.54,"Female",12.624371694928
6.83599071275283,2.55,"Female",11.8164051550489
6.83990461207396,2.56,"Female",12.7573262731211
6.84380325248962,2.57,"Female",15.0243953095716
6.84768675251602,2.58,"Female",13.5021850755023
6.85155522929394,2.59,"Female",11.2443159860505
6.85540879860993,2.6,"Female",8.84058741513085
6.85924757491709,2.61,"Female",12.0583180757365
6.8630716713555,2.62,"Female",10.3416867284004
6.86688119977216,2.63,"Female",14.3267790013666
6.87067627074072,2.64,"Female",7.80332663732421
6.87445699358062,2.65,"Female",10.3130833788013
6.8782234763761,2.66,"Female",12.0816223013188
6.88197582599465,2.67,"Female",10.8729889706725
6.88571414810526,2.68,"Female",9.91426565799743
6.88943854719624,2.69,"Female",10.5526419590747
6.89314912659277,2.7,"Female",12.5320342618312
6.8968459884741,2.71,"Female",13.0979950043233
6.9005292338904,2.72,"Female",12.6030788492002
6.90419896277936,2.73,"Female",16.0310840849407
6.90785527398247,2.74,"Female",13.6996454720385
6.91149826526097,2.75,"Female",11.8195641309439
6.91512803331155,2.76,"Female",9.80479255955402
6.91874467378174,2.77,"Female",17.4300753220751
6.92234828128504,2.78,"Female",12.6567324082009
6.92593894941577,2.79,"Female",9.75315993493091
6.92951677076365,2.8,"Female",11.6133901154889
6.93308183692815,2.81,"Female",10.5228583066964
6.93663423853251,2.82,"Female",10.6298809706272
6.94017406523764,2.83,"Female",9.21982323353638
6.94370140575561,2.84,"Female",11.4705420650155
6.94721634786305,2.85,"Female",11.9058867870995
6.95071897841425,2.86,"Female",8.90907362997059
6.95420938335402,2.87,"Female",4.27668894186995
6.95768764773035,2.88,"Female",10.6764083533701
6.96115385570683,2.89,"Female",11.2889916481853
6.96460809057492,2.9,"Female",12.5063847216886
6.96805043476589,2.91,"Female",11.3547799880183
6.97148096986268,2.92,"Female",12.1199945079022
6.97489977661147,2.93,"Female",8.85887895814706
6.97830693493308,2.94,"Female",12.7664129411985
6.98170252393422,2.95,"Female",12.7850347376421
6.98508662191846,2.96,"Female",11.7757921979306
6.9884593063971,2.97,"Female",14.1714113822688
6.9918206540998,2.98,"Female",12.1091304337165
6.99517074098509,2.99,"Female",11.8064760255669
6.9985096422506,3,"Female",11.8154374458953
7.00183743234328,3.01,"Female",12.1832688872363
7.00515418496927,3.02,"Female",13.5393019882783
